recordIdentifier,subjectID
oai:dash.harvard.edu:1/8156576,astrophysics
oai:dash.harvard.edu:1/8156576,high energy physics
oai:dash.harvard.edu:1/8156576,general relativity
oai:dash.harvard.edu:1/8156576,quantum cosmology
oai:dash.harvard.edu:1/8156535,high energy physics
oai:dash.harvard.edu:1/8160886,quantum gases
oai:dash.harvard.edu:1/8160886,quantum physics
oai:dash.harvard.edu:1/13421138,superconductivity
oai:dash.harvard.edu:1/13421138,disordered systems and neural networks
oai:dash.harvard.edu:1/8160706,statistical mechanics
oai:dash.harvard.edu:1/8253505,diamond
oai:dash.harvard.edu:1/8253505,qubit
oai:dash.harvard.edu:1/8253505,spin dynamics
oai:dash.harvard.edu:1/8253505,cavity QED
oai:dash.harvard.edu:1/8253505,photonic crystal
oai:dash.harvard.edu:1/8253505,quantum physics
oai:dash.harvard.edu:1/8253505,atomic physics
oai:dash.harvard.edu:1/8253505,optics
oai:dash.harvard.edu:1/8253505,nitrogen-vacancy center
oai:dash.harvard.edu:1/8160980,quantum gases
oai:dash.harvard.edu:1/8160980,quantum physics
oai:dash.harvard.edu:1/8254598,black holes
oai:dash.harvard.edu:1/8254598,string theory
oai:dash.harvard.edu:1/8254598,D-branes
oai:dash.harvard.edu:1/8254598,gauge-gravity correspondence
oai:dash.harvard.edu:1/8254598,algebraic geometry
oai:dash.harvard.edu:1/8254598,differential geometry
oai:dash.harvard.edu:1/8254598,high energy physics
oai:dash.harvard.edu:1/8160981,high energy physics
oai:dash.harvard.edu:1/8160981,phenomenology
oai:dash.harvard.edu:1/8341192,mesoscale and nanoscale physics
oai:dash.harvard.edu:1/8341192,"electronics, photonics, and device physics"
oai:dash.harvard.edu:1/8157242,nanophysics
oai:dash.harvard.edu:1/8157242,quantum information
oai:dash.harvard.edu:1/8157242,semiconductor physics
oai:dash.harvard.edu:1/8157242,mesoscale and nanoscale physics
oai:dash.harvard.edu:1/8157242,quantum physics
oai:dash.harvard.edu:1/8166687,quantum gases
oai:dash.harvard.edu:1/8166687,quantum physics
oai:dash.harvard.edu:1/8160712,stepping stone model
oai:dash.harvard.edu:1/8160712,stochastic Fisher-Kolmogorov-Petrovsky-Piscounov equation
oai:dash.harvard.edu:1/8160712,selective sweep
oai:dash.harvard.edu:1/8160712,voter model
oai:dash.harvard.edu:1/8160712,Eden Model
oai:dash.harvard.edu:1/8160712,statistical mechanics
oai:dash.harvard.edu:1/8160712,populations and evolution
oai:dash.harvard.edu:1/8160717,fluid dynamics
oai:dash.harvard.edu:1/8160717,chaotic dynamics
oai:dash.harvard.edu:1/10043335,affine Grassmannian
oai:dash.harvard.edu:1/8316218,orthogonal polynomials
oai:dash.harvard.edu:1/8316218,moments
oai:dash.harvard.edu:1/8316218,permutation tableaux
oai:dash.harvard.edu:1/8316218,rook placements
oai:dash.harvard.edu:1/8316218,permutations
oai:dash.harvard.edu:1/8316218,signed permutations
oai:dash.harvard.edu:1/8316218,crossings
oai:dash.harvard.edu:1/8316218,Genocchi numbers
oai:dash.harvard.edu:1/8316218,combinatorics
oai:dash.harvard.edu:1/8867703,noble gas
oai:dash.harvard.edu:1/8867703,permeation
oai:dash.harvard.edu:1/8867703,diffusion
oai:dash.harvard.edu:1/8867703,radon
oai:dash.harvard.edu:1/8867703,Kapton
oai:dash.harvard.edu:1/8316109,combinatorics
oai:dash.harvard.edu:1/8160885,atomic and molecular physics
oai:dash.harvard.edu:1/8160885,coherent optical effects
oai:dash.harvard.edu:1/8160885,multiphoton processes
oai:dash.harvard.edu:1/8160885,diffraction and gratings
oai:dash.harvard.edu:1/8160885,binary optics
oai:dash.harvard.edu:1/8160885,diffractive optics
oai:dash.harvard.edu:1/8160885,atom optics
oai:dash.harvard.edu:1/8160885,Bose-Einstein condensates
oai:dash.harvard.edu:1/8160885,optical vortices
oai:dash.harvard.edu:1/8160885,quantum gases
oai:dash.harvard.edu:1/8160885,atomic physics
oai:dash.harvard.edu:1/8160885,quantum physics
oai:dash.harvard.edu:1/8160982,high energy physics
oai:dash.harvard.edu:1/8160982,phenomenology
oai:dash.harvard.edu:1/8160982,phenomenological models
oai:dash.harvard.edu:1/8160982,heavy quark physics
oai:dash.harvard.edu:1/8160982,hadronic colliders
oai:dash.harvard.edu:1/8160982,technicolor and composite models
oai:dash.harvard.edu:1/8166514,strongly correlated electrons
oai:dash.harvard.edu:1/8166514,high energy physics
oai:dash.harvard.edu:1/8254600,quantum physics
oai:dash.harvard.edu:1/8254600,other condensed matter
oai:dash.harvard.edu:1/8254600,optical condensed matter
oai:dash.harvard.edu:1/8254600,electrical condensed matter
oai:dash.harvard.edu:1/8254600,magnetic condensed matter
oai:dash.harvard.edu:1/8254600,structural condensed matter
oai:dash.harvard.edu:1/8254600,mechanical condensed matter
oai:dash.harvard.edu:1/8254600,thermal condensed matter
oai:dash.harvard.edu:1/8160724,stochastic Fisher-Kolmogorov equation
oai:dash.harvard.edu:1/8160724,voter models
oai:dash.harvard.edu:1/8160724,mutualism
oai:dash.harvard.edu:1/8160724,directed percolation
oai:dash.harvard.edu:1/8160724,populations and evolution
oai:dash.harvard.edu:1/8254599,quantum gases
oai:dash.harvard.edu:1/8254599,strongly correlated electrons
oai:dash.harvard.edu:1/8160728,population dynamics
oai:dash.harvard.edu:1/8160728,turbulence
oai:dash.harvard.edu:1/8160728,localization
oai:dash.harvard.edu:1/8160728,populations and evolution
oai:dash.harvard.edu:1/8160728,statistical mechanics
oai:dash.harvard.edu:1/8160728,chaotic dynamics
oai:dash.harvard.edu:1/8248844,black holes
oai:dash.harvard.edu:1/8248844,string theory
oai:dash.harvard.edu:1/8248844,D-branes
oai:dash.harvard.edu:1/8248844,high energy physics
oai:dash.harvard.edu:1/8160649,quantum physics
oai:dash.harvard.edu:1/8160649,imaging and sensing
oai:dash.harvard.edu:1/8160649,plasmonics
oai:dash.harvard.edu:1/8160649,nanophotonics
oai:dash.harvard.edu:1/8249646,black holes
oai:dash.harvard.edu:1/8249646,string theory
oai:dash.harvard.edu:1/8249646,D-branes
oai:dash.harvard.edu:1/8249646,high energy physics
oai:dash.harvard.edu:1/8249646,differential geometry
oai:dash.harvard.edu:1/8249646,algebraic geometry
oai:dash.harvard.edu:1/8251280,mesoscale physics
oai:dash.harvard.edu:1/8251280,quantum physics
oai:dash.harvard.edu:1/8251280,nanoscale physics
oai:dash.harvard.edu:1/10226787,astronomical phenomena
oai:dash.harvard.edu:1/10226787,seeing
oai:dash.harvard.edu:1/10246892,instrumentation
oai:dash.harvard.edu:1/10246892,detectors
oai:dash.harvard.edu:1/10246892,photometers
oai:dash.harvard.edu:1/10246892,surveys
oai:dash.harvard.edu:1/10246892,techniques: photometric
oai:dash.harvard.edu:1/8166412,jets
oai:dash.harvard.edu:1/8166412,hadronic colliders
oai:dash.harvard.edu:1/8166412,high energy physics
oai:dash.harvard.edu:1/8166412,phenomenology
oai:dash.harvard.edu:1/8301596,colloids
oai:dash.harvard.edu:1/8301596,soft matter physics
oai:dash.harvard.edu:1/8301595,female choice
oai:dash.harvard.edu:1/8301595,sexual coercion
oai:dash.harvard.edu:1/8301595,coercive mate guarding
oai:dash.harvard.edu:1/8301595,mating preferences
oai:dash.harvard.edu:1/8301595,mixed mating strategy
oai:dash.harvard.edu:1/8300209,"Holographic microscopy, Imaging"
oai:dash.harvard.edu:1/8300208,holography
oai:dash.harvard.edu:1/8300208,digital holography
oai:dash.harvard.edu:1/8182917,cell biology
oai:dash.harvard.edu:1/8182917,molecular biology
oai:dash.harvard.edu:1/8182917,virology
oai:dash.harvard.edu:1/8182917,structural biology
oai:dash.harvard.edu:1/8187682,chemistry
oai:dash.harvard.edu:1/8187682,fluorides
oai:dash.harvard.edu:1/8187682,fluorine radioisotopes
oai:dash.harvard.edu:1/8187682,halogenation
oai:dash.harvard.edu:1/8187682,reagents
oai:dash.harvard.edu:1/8187682,indicators
oai:dash.harvard.edu:1/8187682,chemical synthesis
oai:dash.harvard.edu:1/8187682,organometallic compounds
oai:dash.harvard.edu:1/8187682,palladium
oai:dash.harvard.edu:1/8187682,positron-emission tomography
oai:dash.harvard.edu:1/8298847,vaccination dilemma
oai:dash.harvard.edu:1/8298847,peer influence
oai:dash.harvard.edu:1/8298847,epidemiology
oai:dash.harvard.edu:1/8298847,evolutionary dynamics
oai:dash.harvard.edu:1/8298847,mathematical biology
oai:dash.harvard.edu:1/8191172,x-ray crystallography
oai:dash.harvard.edu:1/8191172,chemistry
oai:dash.harvard.edu:1/8191172,fluorinated hydrocarbons
oai:dash.harvard.edu:1/8191172,chemical synthesis
oai:dash.harvard.edu:1/8191172,molecular models
oai:dash.harvard.edu:1/8191172,molecular structure
oai:dash.harvard.edu:1/8191172,stereoisomerism
oai:dash.harvard.edu:1/8191172,phenols
oai:dash.harvard.edu:1/8191170,ethers
oai:dash.harvard.edu:1/8191170,chemistry
oai:dash.harvard.edu:1/8191170,boronic acids
oai:dash.harvard.edu:1/8191170,fluorinated hydrocarbons
oai:dash.harvard.edu:1/8191170,silver
oai:dash.harvard.edu:1/8191170,tin compounds
oai:dash.harvard.edu:1/8191171,organometallic chemistry
oai:dash.harvard.edu:1/8191171,electric conductivity
oai:dash.harvard.edu:1/8191171,chemistry
oai:dash.harvard.edu:1/8191171,palladium
oai:dash.harvard.edu:1/8191171,solutions
oai:dash.harvard.edu:1/8191224,balancing selection
oai:dash.harvard.edu:1/8191224,helminths
oai:dash.harvard.edu:1/8191224,host–parasite coevolution
oai:dash.harvard.edu:1/8191224,immune defence
oai:dash.harvard.edu:1/8191224,immunogenetics
oai:dash.harvard.edu:1/8191224,parasitism
oai:dash.harvard.edu:1/8191224,phylogenetic comparative methods
oai:dash.harvard.edu:1/8205338,speciation
oai:dash.harvard.edu:1/8205338,extinction
oai:dash.harvard.edu:1/8205338,IUCN Red List
oai:dash.harvard.edu:1/8205338,body mass
oai:dash.harvard.edu:1/8205338,diversification
oai:dash.harvard.edu:1/8205338,primates
oai:dash.harvard.edu:1/8207504,information-flow control
oai:dash.harvard.edu:1/8207504,hybrid information-flow monitors
oai:dash.harvard.edu:1/8207504,dynamic information-flow monitors
oai:dash.harvard.edu:1/8207505,information security
oai:dash.harvard.edu:1/8207505,java
oai:dash.harvard.edu:1/8207505,observers
oai:dash.harvard.edu:1/8207505,semantics
oai:dash.harvard.edu:1/8207505,syntactics
oai:dash.harvard.edu:1/8207505,data flow analysis
oai:dash.harvard.edu:1/8207505,inference mechanisms
oai:dash.harvard.edu:1/8207505,security of data
oai:dash.harvard.edu:1/8207505,declassification policies
oai:dash.harvard.edu:1/8207505,inference of security policies
oai:dash.harvard.edu:1/8207505,information flow
oai:dash.harvard.edu:1/8207505,language-based security
oai:dash.harvard.edu:1/8207505,security-type systems
oai:dash.harvard.edu:1/8207505,security policy language
oai:dash.harvard.edu:1/8207505,language-based information security
oai:dash.harvard.edu:1/8207505,expressive human-readable declassification policies
oai:dash.harvard.edu:1/8207503,data
oai:dash.harvard.edu:1/8207503,information systems
oai:dash.harvard.edu:1/8207503,information storage and retrieval
oai:dash.harvard.edu:1/8207419,evolution
oai:dash.harvard.edu:1/8298848,chain length
oai:dash.harvard.edu:1/8298848,climate
oai:dash.harvard.edu:1/8298848,food web
oai:dash.harvard.edu:1/8298848,keystone predation
oai:dash.harvard.edu:1/8298848,network structure
oai:dash.harvard.edu:1/8298848,North America
oai:dash.harvard.edu:1/8298848,pitcher plant
oai:dash.harvard.edu:1/8298848,Sarracenia purpurea
oai:dash.harvard.edu:1/8298846,alternative states
oai:dash.harvard.edu:1/8298846,Bouteloua eriopoda
oai:dash.harvard.edu:1/8298846,desert grassland
oai:dash.harvard.edu:1/8298846,krill
oai:dash.harvard.edu:1/8298846,leading indicators
oai:dash.harvard.edu:1/8298846,Nyctiphanes simplex
oai:dash.harvard.edu:1/8298846,Pachythyone rubra
oai:dash.harvard.edu:1/8298846,penguins
oai:dash.harvard.edu:1/8298846,Pygoscelis
oai:dash.harvard.edu:1/8298846,regime shifts
oai:dash.harvard.edu:1/8298846,sea cucumbers
oai:dash.harvard.edu:1/8298846,thresholds
oai:dash.harvard.edu:1/8231688,mesoscale and nanoscale physics
oai:dash.harvard.edu:1/8715733,social networks
oai:dash.harvard.edu:1/8715733,primates
oai:dash.harvard.edu:1/8715733,infectious disease
oai:dash.harvard.edu:1/8715733,parasite richness
oai:dash.harvard.edu:1/8715733,sociality
oai:dash.harvard.edu:1/8715733,comparative study
oai:dash.harvard.edu:1/8715733,agent-based model
oai:dash.harvard.edu:1/8344496,ab initio calculations
oai:dash.harvard.edu:1/8344496,adsorption
oai:dash.harvard.edu:1/8344496,anharmonic lattice modes
oai:dash.harvard.edu:1/8344496,carbon compounds
oai:dash.harvard.edu:1/8344496,copper
oai:dash.harvard.edu:1/8344496,Fermi resonance
oai:dash.harvard.edu:1/8344496,molecular dynamics method
oai:dash.harvard.edu:1/8347336,materials science
oai:dash.harvard.edu:1/8347336,mesoscale physics
oai:dash.harvard.edu:1/8347336,nanoscale physics
oai:dash.harvard.edu:1/8347337,master equation
oai:dash.harvard.edu:1/8347337,molecular biophysics
oai:dash.harvard.edu:1/8347337,stochastic processes
oai:dash.harvard.edu:1/8347337,phonon-exciton interactions
oai:dash.harvard.edu:1/8347337,photosynthesis
oai:dash.harvard.edu:1/8347337,proteins
oai:dash.harvard.edu:1/8347337,quantum physics
oai:dash.harvard.edu:1/8347338,dielectric effects
oai:dash.harvard.edu:1/8347338,Förster theory
oai:dash.harvard.edu:1/8347338,quantum dots
oai:dash.harvard.edu:1/8347338,excitation energy transfer
oai:dash.harvard.edu:1/8347335,sensing
oai:dash.harvard.edu:1/8347335,chemical enhancement
oai:dash.harvard.edu:1/8347335,electromagnetic enhancement
oai:dash.harvard.edu:1/8347335,Raman
oai:dash.harvard.edu:1/8347335,benzenethiol
oai:dash.harvard.edu:1/8347334,quantum physics
oai:dash.harvard.edu:1/8347334,mathematical physics
oai:dash.harvard.edu:1/8347333,chemical physics
oai:dash.harvard.edu:1/8347333,quantum physics
oai:dash.harvard.edu:1/8403541,carbon
oai:dash.harvard.edu:1/8403541,density functional theory
oai:dash.harvard.edu:1/8403541,electron correlations
oai:dash.harvard.edu:1/8403541,electron exchange interactions
oai:dash.harvard.edu:1/8403541,excited states
oai:dash.harvard.edu:1/8403541,Lamb shift
oai:dash.harvard.edu:1/8403541,many-body problems
oai:dash.harvard.edu:1/8403541,master equation
oai:dash.harvard.edu:1/8403541,perturbation theory
oai:dash.harvard.edu:1/8403541,quantum theory
oai:dash.harvard.edu:1/8403541,spectral line broadening
oai:dash.harvard.edu:1/8403541,chemical physics
oai:dash.harvard.edu:1/8403541,quantum physics
oai:dash.harvard.edu:1/8355188,replication
oai:dash.harvard.edu:1/8355188,replicability
oai:dash.harvard.edu:1/8355188,post-publication evaluation
oai:dash.harvard.edu:1/8355188,open evaluation
oai:dash.harvard.edu:1/8456537,Andamanese
oai:dash.harvard.edu:1/8456537,ascent
oai:dash.harvard.edu:1/8456537,Australian aboriginals
oai:dash.harvard.edu:1/8456537,body heat
oai:dash.harvard.edu:1/8456537,consciousness
oai:dash.harvard.edu:1/8456537,Gondwana mythology
oai:dash.harvard.edu:1/8456537,initiation
oai:dash.harvard.edu:1/8456537,Laurasian mythology
oai:dash.harvard.edu:1/8456537,Out of Africa movement
oai:dash.harvard.edu:1/8456537,possession
oai:dash.harvard.edu:1/8456537,San
oai:dash.harvard.edu:1/8456537,shamanic teachings
oai:dash.harvard.edu:1/8456537,Stone-Age art
oai:dash.harvard.edu:1/8365121,TDDFT
oai:dash.harvard.edu:1/8365121,CARS
oai:dash.harvard.edu:1/8365121,Raman
oai:dash.harvard.edu:1/8365121,chemical enhancement
oai:dash.harvard.edu:1/8365128,resonance
oai:dash.harvard.edu:1/8365128,Raman spectra
oai:dash.harvard.edu:1/8365128,density functional theory
oai:dash.harvard.edu:1/8365128,vibronic coupling
oai:dash.harvard.edu:1/8365128,electronic excitations
oai:dash.harvard.edu:1/8365128,nucleic acid bases
oai:dash.harvard.edu:1/8366149,quantum physics
oai:dash.harvard.edu:1/8366164,Metropolis method
oai:dash.harvard.edu:1/8366164,statistical physics
oai:dash.harvard.edu:1/8366164,quantum computing
oai:dash.harvard.edu:1/8366164,quantum simulation
oai:dash.harvard.edu:1/8366164,simulated annealing
oai:dash.harvard.edu:1/8366165,density functional theory
oai:dash.harvard.edu:1/8366165,molecular electronic states
oai:dash.harvard.edu:1/8403540,electronic structure
oai:dash.harvard.edu:1/8403540,quantum computing
oai:dash.harvard.edu:1/8403540,chemical physics
oai:dash.harvard.edu:1/8403540,quantum physics
oai:dash.harvard.edu:1/8404293,neural networks
oai:dash.harvard.edu:1/8404293,disordered systems
oai:dash.harvard.edu:1/8404289,carbon compounds
oai:dash.harvard.edu:1/8404289,chemisorption
oai:dash.harvard.edu:1/8404289,copper
oai:dash.harvard.edu:1/8404289,density functional theory
oai:dash.harvard.edu:1/8404289,eigenvalues and eigenfunctions
oai:dash.harvard.edu:1/8404289,initial value problems
oai:dash.harvard.edu:1/8404289,potential energy surfaces
oai:dash.harvard.edu:1/8404289,vibrational states
oai:dash.harvard.edu:1/8404289,ab initio calculations
oai:dash.harvard.edu:1/8404290,theoretical chemistry
oai:dash.harvard.edu:1/8404290,magnetic materials and devices
oai:dash.harvard.edu:1/8404290,quantum physics
oai:dash.harvard.edu:1/8404290,chemical physics
oai:dash.harvard.edu:1/8404292,exciton transfer
oai:dash.harvard.edu:1/8404292,photosynthesis
oai:dash.harvard.edu:1/8404292,Fenna-Matthews-Olson protein complex
oai:dash.harvard.edu:1/8404292,quantum coherence
oai:dash.harvard.edu:1/8404292,molecular dynamics
oai:dash.harvard.edu:1/8404292,quantum process tomography
oai:dash.harvard.edu:1/8404291,chemical physics
oai:dash.harvard.edu:1/8404291,biological physics
oai:dash.harvard.edu:1/8457940,Veda
oai:dash.harvard.edu:1/8457940,Upaniṣad
oai:dash.harvard.edu:1/8457940,Buddha
oai:dash.harvard.edu:1/8457940,Pāli
oai:dash.harvard.edu:1/8457940,Buddhist canon
oai:dash.harvard.edu:1/8457940,Kosala
oai:dash.harvard.edu:1/8457940,Videha
oai:dash.harvard.edu:1/8457940,Magadha
oai:dash.harvard.edu:1/8457940,Vajji
oai:dash.harvard.edu:1/8457940,Pasenadi
oai:dash.harvard.edu:1/8457940,Bimbisāra
oai:dash.harvard.edu:1/8457940,Ajātasattu
oai:dash.harvard.edu:1/8457940,urbanization
oai:dash.harvard.edu:1/8457940,ascetics
oai:dash.harvard.edu:1/8457940,Herodotus
oai:dash.harvard.edu:1/8457940,Pāṇini
oai:dash.harvard.edu:1/8457940,chandas
oai:dash.harvard.edu:1/8438169,chemical physics
oai:dash.harvard.edu:1/8438169,other condensed matter
oai:dash.harvard.edu:1/8438166,excitation energy transfer
oai:dash.harvard.edu:1/8438166,FMO complex
oai:dash.harvard.edu:1/8438166,trimer
oai:dash.harvard.edu:1/8438166,excitons
oai:dash.harvard.edu:1/8438166,exciton−phonon coupling
oai:dash.harvard.edu:1/8438166,non-Markovian
oai:dash.harvard.edu:1/8438166,master equation
oai:dash.harvard.edu:1/8438166,photosynthesis
oai:dash.harvard.edu:1/8438166,quantum physics
oai:dash.harvard.edu:1/8438166,biological physics
oai:dash.harvard.edu:1/8438167,time-dependent density functional theory
oai:dash.harvard.edu:1/8438167,open quantum systems
oai:dash.harvard.edu:1/8438167,relaxation
oai:dash.harvard.edu:1/8438167,decoherence
oai:dash.harvard.edu:1/8438167,Lindblad master equation
oai:dash.harvard.edu:1/8438167,chemical physics
oai:dash.harvard.edu:1/8438167,quantum physics
oai:dash.harvard.edu:1/8438167,other condensed matter
oai:dash.harvard.edu:1/8438168,ab initio calculations
oai:dash.harvard.edu:1/8438168,Fourier transforms
oai:dash.harvard.edu:1/8438168,initial value problems
oai:dash.harvard.edu:1/8438168,organic compounds
oai:dash.harvard.edu:1/11208935,computer simulation
oai:dash.harvard.edu:1/11208935,molecular evolution
oai:dash.harvard.edu:1/11208935,gene regulatory networks
oai:dash.harvard.edu:1/11208935,genetic models
oai:dash.harvard.edu:1/11208935,insertional mutagenasis
oai:dash.harvard.edu:1/11208935,sequence deletion
oai:dash.harvard.edu:1/11208936,Biology
oai:dash.harvard.edu:1/11208936,Neuroscience
oai:dash.harvard.edu:1/11208936,Cognitive Neuroscience
oai:dash.harvard.edu:1/11208936,Social and Behavioral Sciences
oai:dash.harvard.edu:1/11208936,Psychology
oai:dash.harvard.edu:1/8497447,GRASP
oai:dash.harvard.edu:1/8497447,GFP
oai:dash.harvard.edu:1/8497447,synapse
oai:dash.harvard.edu:1/8497447,retina
oai:dash.harvard.edu:1/8497447,photoreceptor
oai:dash.harvard.edu:1/8497447,rod
oai:dash.harvard.edu:1/8497447,neuroligin
oai:dash.harvard.edu:1/8497447,neurexin
oai:dash.harvard.edu:1/8457941,face perception
oai:dash.harvard.edu:1/8457941,static images
oai:dash.harvard.edu:1/8457941,dynamic images
oai:dash.harvard.edu:1/8457941,attractiveness
oai:dash.harvard.edu:1/8457941,fluency
oai:dash.harvard.edu:1/8497448,biology
oai:dash.harvard.edu:1/8497448,evolutionary biology
oai:dash.harvard.edu:1/8497448,microbiology
oai:dash.harvard.edu:1/8497448,population biology
oai:dash.harvard.edu:1/8497448,zoology
oai:dash.harvard.edu:1/10354435,binocular rivalry
oai:dash.harvard.edu:1/10354435,perceptual bias
oai:dash.harvard.edu:1/10354435,vision
oai:dash.harvard.edu:1/10354435,awareness
oai:dash.harvard.edu:1/10354435,ambiguity
oai:dash.harvard.edu:1/10354435,visual field
oai:dash.harvard.edu:1/10354435,suppression
oai:dash.harvard.edu:1/10354435,bistable stimuli
oai:dash.harvard.edu:1/11210455,hypothesis
oai:dash.harvard.edu:1/11210455,theory
oai:dash.harvard.edu:1/11210455,attention
oai:dash.harvard.edu:1/11210455,concsciousness
oai:dash.harvard.edu:1/11210455,memory
oai:dash.harvard.edu:1/11210455,recollection
oai:dash.harvard.edu:1/11210455,retrieval
oai:dash.harvard.edu:1/11210455,global neuronal workspace
oai:dash.harvard.edu:1/11210456,mathematics
oai:dash.harvard.edu:1/11210456,applied mathematics
oai:dash.harvard.edu:1/11210456,medicine
oai:dash.harvard.edu:1/11210456,mental health
oai:dash.harvard.edu:1/11210456,psychology
oai:dash.harvard.edu:1/11210456,science policy
oai:dash.harvard.edu:1/11210456,science policy and economics
oai:dash.harvard.edu:1/11210456,technology development
oai:dash.harvard.edu:1/11210456,social and behavioral sciences
oai:dash.harvard.edu:1/11210456,economics
oai:dash.harvard.edu:1/11108712,induced adult neocortical neurogenesis
oai:dash.harvard.edu:1/11108712,developmental molecular control
oai:dash.harvard.edu:1/11108712,cortex
oai:dash.harvard.edu:1/10417576,nouns
oai:dash.harvard.edu:1/10417576,verbs
oai:dash.harvard.edu:1/10417576,grammatical class
oai:dash.harvard.edu:1/10417576,inflection
oai:dash.harvard.edu:1/10417576,fMRI
oai:dash.harvard.edu:1/10417576,adaptation
oai:dash.harvard.edu:1/11210576,diversity-oriented synthesis
oai:dash.harvard.edu:1/11210576,malaria
oai:dash.harvard.edu:1/11210576,macrocycle
oai:dash.harvard.edu:1/11210576,high-throughput screening
oai:dash.harvard.edu:1/11210576,phenotypic screen
oai:dash.harvard.edu:1/11210576,infectious disease
oai:dash.harvard.edu:1/11210576,molecular libraries probe production centers
oai:dash.harvard.edu:1/11210576,stereochemical structure
oai:dash.harvard.edu:1/11210576,activity relationships
oai:dash.harvard.edu:1/11211542,Biology
oai:dash.harvard.edu:1/11211542,Evolutionary Biology
oai:dash.harvard.edu:1/11211542,Population Genetics
oai:dash.harvard.edu:1/11211542,Mutation
oai:dash.harvard.edu:1/11211542,Genetics
oai:dash.harvard.edu:1/11211542,Heredity
oai:dash.harvard.edu:1/11211542,Chromosomal Inheritance
oai:dash.harvard.edu:1/11211542,Genotypes
oai:dash.harvard.edu:1/11211542,Linkage (Genetics)
oai:dash.harvard.edu:1/11211542,Phenotypes
oai:dash.harvard.edu:1/11211542,Animal Genetics
oai:dash.harvard.edu:1/11211542,Gene Expression
oai:dash.harvard.edu:1/11211542,Genetic Mutation
oai:dash.harvard.edu:1/11211542,Genetics of Disease
oai:dash.harvard.edu:1/11211542,Histology
oai:dash.harvard.edu:1/11211542,Model Organisms
oai:dash.harvard.edu:1/11211542,Animal Models
oai:dash.harvard.edu:1/11211542,Mouse
oai:dash.harvard.edu:1/11211542,Neuroscience
oai:dash.harvard.edu:1/11211542,Medicine
oai:dash.harvard.edu:1/11211542,Ophthalmology
oai:dash.harvard.edu:1/10861171,Biology
oai:dash.harvard.edu:1/10861171,Biochemistry
oai:dash.harvard.edu:1/10861171,Proteins
oai:dash.harvard.edu:1/10861171,Biotechnology
oai:dash.harvard.edu:1/10861171,Computational Biology
oai:dash.harvard.edu:1/10861171,Molecular Genetics
oai:dash.harvard.edu:1/10861171,Genetics
oai:dash.harvard.edu:1/10861171,Molecular Cell Biology
oai:dash.harvard.edu:1/10861171,Gene Expression
oai:dash.harvard.edu:1/10861171,Medicine
oai:dash.harvard.edu:1/10861171,Drugs and Devices
oai:dash.harvard.edu:1/10861171,Drug Research and Development
oai:dash.harvard.edu:1/10861171,Endocrinology
oai:dash.harvard.edu:1/10861171,Diabetic Endocrinology
oai:dash.harvard.edu:1/11248786,biology
oai:dash.harvard.edu:1/11248786,genetics
oai:dash.harvard.edu:1/11248786,molecular genetics
oai:dash.harvard.edu:1/11248786,immunology
oai:dash.harvard.edu:1/11248786,immune system
oai:dash.harvard.edu:1/11248786,immunity
oai:dash.harvard.edu:1/11248786,microbiology
oai:dash.harvard.edu:1/11248786,virology
oai:dash.harvard.edu:1/11248786,molecular cell biology
oai:dash.harvard.edu:1/11248786,signal transduction
oai:dash.harvard.edu:1/11248786,signaling in cellular processes
oai:dash.harvard.edu:1/11248786,systems biology
oai:dash.harvard.edu:1/11688821,Biology
oai:dash.harvard.edu:1/11688821,Biophysics
oai:dash.harvard.edu:1/11688821,Biotechnology
oai:dash.harvard.edu:1/11688821,Molecular Cell Biology
oai:dash.harvard.edu:1/11688821,Cellular Types
oai:dash.harvard.edu:1/11688821,Neuroscience
oai:dash.harvard.edu:1/11688821,Cellular Neuroscience
oai:dash.harvard.edu:1/11688821,Neuroanatomy
oai:dash.harvard.edu:1/11688821,Physics
oai:dash.harvard.edu:1/11248787,cluster analysis
oai:dash.harvard.edu:1/11248787,gastrointestinal tract
oai:dash.harvard.edu:1/11248787,microbiology
oai:dash.harvard.edu:1/11248787,genes
oai:dash.harvard.edu:1/11248787,humans
oai:dash.harvard.edu:1/11248787,metagenome
oai:dash.harvard.edu:1/11248787,metagenomics
oai:dash.harvard.edu:1/11248787,phylogeny
oai:dash.harvard.edu:1/11248787,sequence analysis
oai:dash.harvard.edu:1/11248787,software
oai:dash.harvard.edu:1/11248787,DNA sequence analysis
oai:dash.harvard.edu:1/8588412,twin paradox
oai:dash.harvard.edu:1/8588412,Einstein
oai:dash.harvard.edu:1/8588412,Bergson
oai:dash.harvard.edu:1/8588412,Bohr
oai:dash.harvard.edu:1/8588412,theory of relativity
oai:dash.harvard.edu:1/8588412,physics
oai:dash.harvard.edu:1/8588412,inernationalism
oai:dash.harvard.edu:1/8588412,neutrality
oai:dash.harvard.edu:1/8588389,flash
oai:dash.harvard.edu:1/8588389,strobe
oai:dash.harvard.edu:1/8588389,photography
oai:dash.harvard.edu:1/8588389,Edgerton
oai:dash.harvard.edu:1/8588390,Einstein
oai:dash.harvard.edu:1/8588390,theory of relativity
oai:dash.harvard.edu:1/8588390,postal system
oai:dash.harvard.edu:1/8588390,signals
oai:dash.harvard.edu:1/8588390,physics
oai:dash.harvard.edu:1/8588390,science
